job_title,description
Mobile Developer,"Mobile Application Developer ( Xamarin) 


AssureCare® is a leading provider of integrated population care management software for healthcare and human services organizations. For nearly two decades, we have served the healthcare industry. Our technology solutions enable organizations to improve quality and dramatically reduce costs by making care management processes more efficient. Our sole business focus is to provide our customers with technology that facilitates positive outcomes for the member, the care team, and the organization.

 

Job Description:

 

AssureCare® is seeking a Mobile Application Developer (Xamarin) to work closely with our design and development teams to design, develop, test and maintain mobile applications using Xamarin forms. 

 

Job Responsibilities:

 

A Mobile Application Developer (Xamarin)  would be responsible for but not limited to the following:


Primary Responsibilities:

·         Participate in system design, development, testing, and deployment

·         Design, develop, test and maintain mobile applications using Xamarin Forms with C# for iOS, Android & Windows platforms.

·         Development of custom controls and renders for each platform with Xamarin Forms.

·         Work collaboratively with design & development teams on a daily basis

 

Skills / Qualifications:

·         Minimum 2+ years of relevant experience with mobile app development for Xamarin & Xamarin Forms (iOS, Android & Windows)

·         Professional experience with JSON, XAML/XML, and Web Services

·         Professional experience with technical design, mobile application architectures, design patterns, and UI/UX concepts

·         Knowledge of the MVVM design pattern

·         Capability of translating business requirements into changes to application screens and procedures

·         Ability to quickly learn and understand internal systems, procedures and methodologies.

·         Excellent communication and analytical skills

·         Certified Xamarin Developer is a plus.

·         Experience with other mobile development languages such as Swift, Objective C, Kotlin, Java, .Net is a plus.

·         Experience with healthcare field is a plus

·         Experience with SQL scripts and stored procedures is a plus

·         Experience with C# and the .NET Framework version 4.5+ a plus

·         Experience with HTML5 and Angular 2+ a plus

·         Experience developing Web services/REST API's a plus


Eligibility Requirements:

·         Ability to work individually and as part of the team in a fast-paced Agile environment

Bachelor’s degree in computer science, engineering or related field preferred; equivalent work experience in related field will be considered
 

AssureCare® is an equal opportunity employer and complies with all applicable federal, state, and local fair employment practices laws. AssureCare® does not discriminate in its employment decisions on the basis of race, religion, color, national origin, sex or pregnancy, age, disability, veteran or military status, genetic information, or any other basis that would be in violation of any applicable federal, state or local law. Furthermore, the Company will make reasonable accommodations for qualified individuals with known disabilities unless doing so would result in an undue hardship."
Mobile Developer,"Requirements
Experience with Swift 2+
Strong experience with Xcode7, IB and Auto Layout to create advanced UIs
Deep knowledge of Apple’s HIG, design best practices, coding and naming guidelines
Good knowledge of software design patterns and software architecture principles
A passion for clean code
Experience in building Universal Apps that support different layouts for iPhone and iPad
Regularly write unit tests
Experience with UI automation (any tool)
Experience with OS X shell scripting and Xcode's / Fastlane’s command-line tools
Some experience with any server-side technology (e.g. ASP.NET, PHP, RoR) and REST API development
The Capgemini Freelancer Gateway is enabled by a cutting-edge software platform that leads the contingent labor world for technology innovation. The software platform leverages Machine Learning and Artificial Intelligence to make sure the right people end up in the right job.

A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients’ opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50 year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of over 200,000 team members in more than 40 countries. The Group reported 2018 global revenues of EUR 13.2 billion."
Mobile Developer,"Let’s just start with Zemoga is different ...and we hope you are too.


We are looking for Mobile Developers who will be in charge of developing mobile components following the best Apple or Android coding and UX guidelines, having deep knowledge on different libraries such as core data, cocoa pods, Alamo Fire, etc.


Zemoga is the groundbreaking and industry-leading design and technology firm that was the first to offer the world’s leading brands the amazing talent from Colombia and has been doing so for over 18 years. Our teams are the top 5% of the workforce, we have one of the highest retention rates in the industry, and we have the most comprehensive and creative benefits program in the industry. Zemoga might be the perfect place for you if you’re driven by new ideas, international travel and working directly with the leaders of some of the smartest companies in the world.


We are a people-driven company committed to ethical business practices and are driven by the passion and creativity that is Colombia. We build better and enjoy it every step of the way.


You will thrive at Zemoga if you are/can/have:


-Strong experience with iOS development using ObjC/Swift or Android Development using Java/Kotlin

-Experience using Auto Layout

-Solid understanding of the full mobile development life cycle.

-Web services integration (REST, JSON) in a mobile environment.

-Good communication skills

-The ability to translate Sketch and Zeplin files to iOS layouts

-Experience working on an Agile environment

-Knowledge of unit testing


Extra points if you have:


- Experience in Salesforce and SAP integration in iOS or Android."
Mobile Developer,"We are working on a new mobile/web application project designed in nodejs and React, and we are looking for new colleagues to help us improve this app to be the best on the market. If you are interested in backend development, you can also jump in on the development of our brand new Node.js / JavaScript based microservices.


Desired/preferred skills:

React.js
Node.js
Javascript"
Mobile Developer,"Would you like to work as a Developer for the oldest applications maker in The Netherlands? Want to develop high quality products for renowned clients? Keep reading!

Your role

Working for Splendo means being challenged to utilise your creativity to the fullest. You will have a lot of responsibility due to the open company structure and lack of hierarchy. You will be in close contact with your clients and you will have a lot of freedom in choosing how to do your work. Because of the myriad of technological expertise within the company, you are able to keep developing your own skills while working.

Your profile
You have a relevant university level diploma in a technical field
You have roughly 5 years of experience in a relevant position
You are fluent in both written and spoken English
You are extremely passionate about development
You are an expert in Swift and/or Kotlin
Experience in Kotlin/Native and SwiftUI is a plus
Experience in Python, TensorFlow and Keras is a plus
Experience in Amazon Web Services and Google Cloud Platform is a plus
You know how to translate the client’s wish into a technological concept

What We Offer
You will receive an above average salary
You will have plenty of freedom in organising your work
Your travel costs will be compensated
You will have the opportunity to attend seminars and events aimed at self-development
You will work for a company with a myriad of knowledge and experience in the field
You will have the honour of working alongside our dearly beloved company dog Frits!"
Mobile Developer,"Required Skills & Experience 

Experience and understanding of UI development
Expertise in graphics, animations, and transformations
Understanding of the native language (Java, Swift, Objective-C)
Knowledge of Building Application 
Experience in 3rd party libraries
Working knowledge of networking/connectivity 
Experience in content sharing
Working knowledge of database integration on the device, as well as storage (on different types on the device)
Experience in background services
Expertise in mobile testing, and multi-threading
Knowledge of cloud integration
Understanding of REST Development 
Working knowledge of application distribution, in-app purchasing and payment (Apple and Android Pay)
Nice to Have

Other language development
Algorithms and data structures
Source code repository tools
Understanding networking and other protocols
Database Architecture
Software Development Lifecycle
About STG

Since 1996, Software Technology Group has been employing top software developers along the Wasatch Front. Our business model makes us unique: most STG consultants are full-time employees, complete with benefits and paid time off.  Positions with us combine the variety and excitement of contract work with the stability of permanent employment.

A few of the things that set us apart

Work-life balance – We are a multi-year winner of the Alfred P. Sloan award for our outstanding accomplishments in workplace flexibility.
Continuous learning – We offer a mentoring program that pairs junior software consultants with our senior consultants. Software consultants at all levels benefit from our regular training programs and education reimbursement options.
Quality people & Quality work – STG’s management and consultants are considered industry leaders, working together to develop advanced, innovative solutions for our clients.
Employee value – Without our employees, STG could not exist. We offer outstanding benefits, regular bonus opportunities, and above all, gratitude and appreciation for your contributions."
Mobile Developer,"Who We Are

Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 305 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom, enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.

When applying for a job you are required to create an account, if you have already created account - click Sign In.

Creating an account will allow you to follow the progress of your applications.

Note

Provide full legal first Name/Family Name
DO: Capitalize first letter of First and Last Name. Example: John Smith
DON'T: Capitalize entire First and/or Last Name. Example: JOHN SMITH
NOTE: Use correct grammar for Names with multiple cases. Example: McDonald or O'Connell

Provide full address details

Resume Is Required

Multiple attachments can be uploaded including Resume and Cover Letter for each application

Job Description Summary

PayPal is the faster, safer way to pay and get paid online. The service allows people to send money without sharing financial information, with the flexibility to pay using their account balances, bank accounts, credit cards or promotional financing. With 165 million active accounts in 203 markets and 26 currencies around the world, PayPal enables global ecommerce. More information about the company can be found at PayPal.com.

Job Description

The Product & Technology, China team is looking for strong technologists to join the team in Shanghai and participate in end-to-end delivery of PayPal China Merchant App.

The ideal candidate is a self-starter and self-motivated individual with strong passion and experience in software development lifecycles for Financial systems. The candidate should have the technical expertise to lead software and architecture discussions and guide cross-functional product and engineering teams through functional definition, solution, and integration stages on large scale. The candidate should possess deep understanding of financial services and associated platforms and technology.

Responsibilities
Convert ideas, designs and requirements into concrete, stable production builds
Works with product, project, vendors and engineering teams to deliver products on schedule that solve our customers’ problems
Ensure the performance, quality, and responsiveness of application.
Perform detailed analysis and technical designs, create technical documents and be active participate in design reviews.
Code, test, integrate, document and release software adhering to technical and quality standards
Develops and communicates technical processes, standards, and best practices to the team

Required Skills
Thorough understanding of XCode
Expert understanding of Swift, Objective-C, React Native
Expert in mobile security mechanisms
Familiarity with cloud message APIs and push notifications
Proficient in Git and familiarity with continuous integration
A team player who values collaboration, innovation, and inclusion
Interested in keeping up-to-date with the latest technological developments
Comfortable working in an rapid, agile environment
Strong verbal and written communication skills
Web development experience a plus"
Mobile Developer,"ResQ was founded with a mission to empower restaurant operators and service providers to build better managed businesses. As a first step towards this mission, we have built a marketplace platform that helps restaurants manage and control all their repair and maintenance operations, empowering them to focus on their guest experiences and unleash their full potential.


Repair and maintenance is the heartbeat of any restaurant's operations, yet the existing management methods are complex, expensive and time consuming. With ResQ, restaurants can simply get connected to qualified service providers, submit jobs, track progress and pay, all in one place. 


We are trusted by world's leading restaurant brands and are venture backed by top tier global VCs - and we are just getting started. We believe magic happens when you bring highly effective people together to solve tough problems and achieve great outcomes. If you are looking for a talented mission-driven team that is continuously learning and iterating, and drawn to solve challenging problems with a people-first mindset, we'd like to meet you!


What you will do


We are looking for a Mobile Software Developer to help build and develop our customer facing mobile applications in React Native to deliver it to both Android and iOS. We are looking for someone who is passionate about creating delightful user experiences. If you are excited about shaping not only a project, but the direction of an entire product then ResQ is the next challenge you are looking for.


As a Software Developer at ResQ, you will be contributing in the following areas:

Architecture You are able to shape the large scale structure of the application. You have a good understanding of design patterns and are able to factor the codebase into logical components, facilitating separation of concerns, reuse, and testability.
Scalability You are mindful of how design decisions can impact the performance of a web application. You can demonstrate an understanding of how web applications scale and make both language and infrastructure level decisions to ensure adequate performance.
Product Delivery You believe a good product is more than just writing code. You are able to contribute to the full lifecycle of a product, from requirements to the operation of the system.
Quality You understand that the success of a long term project start with simple, quality code. You have a desire to maintain a high-bar, not only for yourself, but also for your team around you. You will define a style and work with the team to ensure adherence.
Mentoring You are a specialist in your discipline but you are not the only member on the team. You enjoy teaching others about what you learn in order to help them grow and to increase productivity of the team.

About you


BS/MS degree in Computer Science or equivalent.
3+ years building commercial mobile applications or JavaScript applications.
Expert level knowledge of React or React Native
Strong software design skills and a knowledge of how to apply them to the front-end.
You take Extreme Ownership in everything you do - it's one of our core operating principles.
You are open to transparent feedback as we encourage open dialogue and provide candid feedback to help each other succeed.
You have a customer-first mindset as we are obsessed with customer experience and setting new standards for excellent service, which we have termed as the ""Six-star experience"".
You are an ambitious top performer, you persevere through intense obstacles.

We have you covered


At ResQ, we don’t just have essential perks and benefits. We invest in the growth and success of our team. When we grow, our company grows.

Teammates who are seeking personal growth, high performance and long-term success will be eligible to participate in our Personal Employee Growth Program.
You will join a team of highly effective talented people who are solving challenging problems and learning from one another.
We foster autonomy so you have the freedom to create your own path, make an impact and succeed.
Stock options
Flexible healthcare benefits and an annual lifestyle allowance.
Continuous learning through company-supported events, Speaker Series, Debate Nights.
Conveniently located in the heart of downtown Toronto. Walking distance from Union Station and the St. Lawrence Market.
Dog-Friendly Office
And more…"
Mobile Developer,"About OneSpan

At OneSpan, you will be part of a team that is trusted by more than 10,000 organizations around the world to safeguard their customers against cyber-crime and fraud, and deliver exceptional digital experiences that build lasting customer loyalty. Your contribution will help us to push the boundaries of what is possible to improve the security and lives of millions of people around the world. In short, what you do here matters.

What's in it for you???
Work with a pristine, robust and renowned product in the cyber security space.
Work along with a collaborative and efficient team who work well together at developing an efficient solution.
Leaders that are still hands-on with the product- the leaders are still solving issues, they are still interacting with clients on technical issues, and they are not disconnected from reality.
Robust onboarding program.


OneSpan is looking for an Application Support Specialist - Mobile Banking for one of our major banking customer to join our team in North America.

Job Responsibilities:-
Customer focus on Key Account Management
Become a cyber-security Subject Matter Expert (SME)
Investigate and diagnose tickets to obtain customer satisfaction
Document troubleshooting steps and resolution details
Create and submit knowledge articles
Verify resolution with end-users and resolve assigned tickets
Proactively escalate tickets at risk of breaching Service Level Agreement/Operational Level Agreement to the Incident Manager
Escalate & prioritize unresolved Incidents to 3rd line
Attend troubleshooting calls

Requirements:-
Experience with Account Management preferably Financial Services
Practical Mobile App support/development understanding (Android, iOS)
Bachelor in Computer Science or equivalent
5+ years’ experience in a customer support environment
Good customer-approach/very customer-centric
The more of the following, the better:
Operating Systems (Linux, Mac OS X, …)
Programming Languages (JAVA, C#, …)
Scripting (XML, HTML, JSON, CSS, XSLT, …)
Databases (Oracle, MariaDB, MS SQL, …)
Servers (Websphere, Apache, Weblogic, JBOS, …)
Web Services (Soap, REST, Groovy)
Windows Server, Networking Knowledge"
Mobile Developer,"Mobile Developer iOS

Louisville – KY

Long-term


emids offers IT solutions and services to make healthcare more accurate, accessible, and affordable. As a healthcare IT leader, we help leading companies in the US health and wellness space solve some of their biggest challenges. We create outcomes that matter to doctors, patients, caregivers, and many others across the healthcare spectrum. 


We are looking for a iOS Mobile Developer with a strong passion to automate all the things and have fun doing it. In this role, you’ll be working closely with several other engineering groups to help them deliver amazing product experiences to market faster, while keeping quality, security, and compliance in mind. Iterating on highly available, scalable, fault tolerant infrastructure and tools that the business relies on 24/7 is what drives us every day.


Description


The Senior Software Engineer codes software applications based on business requirements. The Senior Software Engineer work assignments involve moderately complex to complex issues where the analysis of situations or data requires an in-depth evaluation of variable factors.

Responsibilities


The Senior Software Engineer standardizes the quality assurance procedure for software. Oversees testing and debugging and develops fixes. Researches complaints and makes necessary adjustments and/or recommendations to resolve complex software related issues. Begins to influence department’s strategy. Makes decisions on moderately complex to complex issues regarding technical approach for project components, and work is performed without direction. Exercises considerable latitude in determining objectives and approaches to assignments.


Technical duties:

iOS front end development
iOS consulting/advising for all other iOS developers on the Go365 team - leadership
.net and C# development for microservice’s
Light architecture and flow design documents
Documenting best practices and updating wiki documents
Perform code turns to production environment and support during warranty            

Required Qualifications

Bachelor's Degree in Computer Science or related field
Five+ years of experience designing, developing, and testing of mobile software applications and/or infrastructure
Five+ years C, C++, Objective C, Swift, java, C#. Net
Considerable experience with SQL and SQL Server

Preferred Qualifications

Experience with TFS, Azure DevOps, Git
Good understanding on provisioning profiles and Certificates, AppStore release process"
Mobile Developer,"Harvey Nash is looking for a passionate Mobile Developer to join one a massively growing client.

You have the amazing opportunity to join one of the fastest-growing start-ups in Ireland, leave your mark on the future of the company, and together participate in the course of solving the most interesting and challenging problems of the data market. Being with our client, we promise you an international ever-changing environment, while being an essential part of our growing Engineering Department, as you work closely with Head of Engineering to build a world-class product.

Requirements

Minimum 5 years of application design & development experience in -
Minimum of 5 years’ experience of API development and / or web application development
Experience developing for Android platforms
Experience in CI/CD of mobile apps
Experience in working with Atlassian suite e.g. Jira, Bitbucket and Confluence
Some experience of developing apps for iOS using Swift is desirable
Experience in mobile app test automation e.g. Appium with BrowserStack"
Mobile Developer,"Winprovit is recruiting a mobile developer (m/f) for a project that is being developed in a client in Oporto.


Profile:

Degree in Computer Engineering or similar;
Proficiency in React Native development;
iOS and/or Android development;
Experience working with REST APIs;
Good Git knowledge;
Knowledge of multi-threaded, asynchronous code;


We offer:

Remuneration according to the knowledge demonstrated;
Participation in attractive and motivating projects;
Career development with integration in technologically, advanced environments and dynamic teams."
Mobile Developer,"What we do, and why we do it

The banking system is evolving to give consumers the transparency, control and financial wellbeing they deserve. In a world where technology can change how we live for the better, there is no reason to be burdened by legacy systems, bureaucracy and mediocrity. It’s time for a change, and you can be part of this revolution!


BigPay is everything you wish your bank was: fair, transparent, frictionless. We went back to the drawing board to explore how new technologies could bring power back to you. Our goal is to solve real world money problems for millions of people by empowering them, and providing a simple interface for users to send, receive and track their money 


Life at BigPay

We’re fast, curious and ambitious. We are on a fearless adventure to change financial services for consumers, and we value ownership, initiative and leadership from everyone in the company. We’re going out of our way to recruit the most intelligent, creative and talented people in the world. We want innovators, and that means maintaining an environment where they can flourish. Our only boss is the consumer. BigPay values highly collaborative, hard working people, who can deconstruct problems on the fly and take the team with them, while being inventive, iterative and agile. We never want to reach a stage where you are not challenged on a daily basis – because it means we’re not going fast enough.


We’re hiring

Highly motivated, self-starting, world-class mobile developers to build out our app ecosystem.


About the job

You’ll have significant input into how we build our apps.
You’ll be involved in updating, augmenting and refactoring customer-facing mobile apps relied on by our users to provide a seamless and efficient payment service.
You’ll also be involved in building internal apps and backend systems essential to running our risk, fraud, and financial departments among others.
Our apps are built native in Java and Kotlin on Android, in Swift and Objective-C on iOS, and with angular and typescript on web.
The backend is Java 8 on Kubernetes.

To be successful

Have a Bachelor’s Degree or above in Computer Science / Math’s / Physics or similar from a leading University
You will need to be proactive and bright, able to build effective systems quickly and correctly, act on your own initiative and help grow the team and both yours and our capabilities at considerable speed.
You’ll need to be fluent in Java and Kotlin or in Swift and Objective-C - preferably all four.
Excellent English communication skills, both written and verbal
We’d like you to have a good working knowledge of app development, of computer science concepts, python, and some design expertise would be useful.
Payment and financial systems experience would be helpful but is not essential

Why BigPay?

-    Join a fearless adventure, where your opinion and input is highly contributional

-    Work in a fast paced, growing company where you will be empowered to succeed

-    An environment where you can challenge and be challenged

-    You will be surrounded by a multidisciplinary group of experts

-    Competitive salary & benefits"
Mobile Developer,"We are very excited to be hiring this opportunity. Our customer is in the Life Sciences industry and plans to release a new product that will help and improve people's lives. We are looking for someone to help build the application from scratch.

They are a small company with limited technical resources, therefore we are looking for someone that is experienced in multiple technical domains that can demonstrate technical leadership and work with different parts of the business.

The role?

Reporting directly into the CEO, you will drive the whole application lifecycle from planning all the way through to maintenance.
Research and elicit requirements from key stakeholders in the business
Design, and develop a user friendly and fast mobile application
Contribute to the translation needs into visual experiences, taking account for logic, data, IoT requirements and all other such technical elements on a feature to feature basis
Act as technical advisor to the business and make recommendations where needed
Maintain code quality, organization, and automatization

Desired Experience And Abilities
A minimum of 3 years experience in Mobile Software Development and successful product launches
Experience building new/greenfield products in iOS and Android
Leadership qualities. Able to make decisions without technical management/guidance from a direct manager
Solid understanding & experience with Design patterns, Data Structures
Experience with Jira, Git code management tools, CI/CD processes
Solid understanding of other technical domains e.g. databases, IoT, hardware (ideally)
Ability to adjust communication style for different stakeholders with varying technical knowledge
At Randstad, we are passionate about providing equal employment opportunities and embracing diversity to the benefit of all. We actively encourage applications from any background."
Mobile Developer,"-At least 8 years working experience and at least 5 years programming experience.
- Major in Software engineering, Computer Science or an equivalent qualification
- Highly skilled in iOS/Android development within React Native (RN). Experience in developing Native, Hybrid and web apps.
- Prefer Chinese
- At least 2 years of project experience
- Basic command of English in reading/writing is preferred. No speaking required.

- Must be proficient in Chinese"
Mobile Developer,"Porto WE DEVELOP PEOPLE WHO DEVELOP TECHNOLOGY Do you imagine belonging to a place where you can grow your career and achieve a work-life balance? At Growin people always come first. Why? Because we believe happy, talented people are the ones who can change the world: one code line at the time. We're looking for passionate, eager to grow Mobile Developers to join our team. We count on you to: Develop with hybrid technology such as React Native, Cordova, Ionic, Xamarim Design REST APIs Have know-how with modern ECMAScript, TypeScript and Redux Write simple, clean, high-quality code Use the English language daily We've got your back At Growin, we encourage our people to be the best versions of themselves. And we do it together, because we believe Together We Grow Better. Here you'll have a tailor-made career planning & management, fully adapted to your needs and goals. At Growin our employees' opinions do matter. So, what are you waiting for to join one of the Best Places to Work in Portugal? LLwWS9kUt2"
Mobile Developer,"Mobile Developer | Berlin, Germany | Upto €90,000

 

I am currently searching for an experienced iOS & Android developer to join an exciting organization based in Berlin. Up and coming in the automotive industry they are now looking for an individual to be a part of their core team as they continue to work on autonomous systems. 

 

Working with cutting edge technology they are now working with a range of exciting clients across the globe!

 

Responsibilities:

·         Design and develop highly advanced mobile applications.

·         Design and develop component based architecture 

·         Create and deliver high-quality and performant code

·         Mentor several Junior Developers

 

Requirements:

·         Proficiency with mobile development 

·         4+ years of software development experience 
·         2+ years specifically developing mobile applications. 

 

Benefits:

·         Free Gym Membership

·         €1000 personal development budget

·         Free lunch Fridays

·         Quarterly trips

·         Salary of up to €90,000"
Mobile Developer,"-------------【 Job Description】-------------


The Startup Studio service in charge is for ""partners with ideas"" (drafters), from service design to technology selection and development.

Also, there is a PoC project of a major company, so we will participate from the planning stage of 0 → 1 base, from design to development (smartphone application).


[What is Startup Studio? ]

The company has been successful in over 300 startups and products since its inception. The knowledge, data, and experience of startups

The company doesn't want to reach a limited number of people, but want to share it widely. Specializing in assets owned by the company for startups that are about to begin.That is Startup Studio.


[Business description]

Prototyping new services that deliver new value

・ Technology selection of services and tools to be used

・ System design according to the purpose by sharing the purpose with the team

・ Agile backend development

・ Service design from an engineer's perspective


[Part of the project]

■ Development of appropriate infertility treatment support services based on data

■ Development of a voice call system backend that enables calls for over 100 people

■ Development of sake recommendation service based on data and user attributes


[Recommended work styles that can maximize performance]

・ Remote on typhoons and heavy rain days! (The office is completely empty)

・ Unit manager who cherishes his hobby time

・ Mama's director with 3 children

・ Daddy who can help his wife and attend college

This is all about the employees who actually work at the company. They have introduced a monthly reflex system that does not require core time. You can shift the working hours according to the circumstances. You can work in the office or work remotely. Emphasizing rational working style. However, members from various fields are exerting their power in their respective styles.


<PR points>

◆ 250 companies, more than 300 product development achievements

In software development, they specialize in start-ups and start-ups of new businesses, and with lean start-up and agile development approaches, Ruby on Rails and other development environments that facilitate high-speed prototyping, and a specially constructed CI / CD environment are combined to achieve quality and speed.

The company has achieved development that achieves both. Over 7 years, we have produced more than 300 products with 250 client partners. Through a public listing (IPO), we have survived the start-up phase, where the change is intense and speed is required, together with the team of Frangia.


In addition, the development track record of lean start-up and agile development approaches so far has been evaluated, and not only venture companies but also large companies.Increasingly, they are expected to play a role as a main partner in new businesses that require speed, novelty, and creativity.


◆ Equal Opportunity for Everyone-Educational Program in Asia-

Create an educational curriculum that incorporates knowledge and know-how based on the experience of launching and developing numerous startups, and operate IT schools


-------------【 Requirements】-------------


【Requirements】

 Experience designing and developing apps for smart devices

Development experience with Swift, Objective-C, Kotlin


[Welcome skills]

UI / UX design for smartphone apps

Experience as a development or project leader

Experience of release to App Store / Google Play"
Mobile Developer,"The Expertise we’re looking for

Overall 5+ years’ IT experience with 2-3 years specific to the skillset listed below.
Strong mobile hybrid technology knowledge or knowledge of iOS or Android native development.
Experience with hybrid technology frameworks like Cordova or Phonegap, Ionic and Angular is preferred.
Proven experience in Javascript.
Good communication and social skills.
Ability to think analytically and solve problems.
Effectively work with offshore teams to delegate and take handoff on project work.
Previous experience in benefits outsourcing industry/Health & Insurance is preferred.
The Purpose of your role

You will serve as a Software Engineer who will play a key role on a Scrum team and within Digital Platforms Technology. You will work closely with the Squad Lead, Scrum Master, Systems Analyst, Quality Assurance, Architects and other Developers, to craft, build, test, and deliver the features that make up Fidelity’s Digital experiences. You will also be expected to provide guidance and mentoring to the other Developers within the wider Digital Platforms Technology team.

The Skills you bring

Background in the following will prove vital:

A sense of humor!
Your passion building amazing hybrid and native experiences on iOS and Android platforms
Hybrid mobile application development using Ionic, Cordova/Phonegap, Angular, HTML5, CSS, Typescript, JS, Java and Spring
Knowledge of consuming HTTP based APIs/RESTful JSON APIs is required
DevOps CI/CD, QA Automation, uDeploy, Jenkins
Advanced GIT, hands on command line and shell script development experience
Your desire to delight our clients with the latest mobile technologies using your knowledge of iOS design patterns including MVP and MVC
Karma and Jasmine experience are a plus, but not required
Familiarity with Test driven development, static code analysis and secure code scan
Performs good unit testing and peer reviews before delivering code to QA
Passion for writing readable, maintainable and well-tested code and supporting technical design documentation
Excellence in communication and interpersonal skills
Exposure to Agile development methodology is required. Candidate will participate in daily scrums, effectively communicate status during standup and brings attention to issues for resolution.
The Value you deliver

Collaborating with architecture, security, and UXD to build architecturally-compliant apps and offer valuable input on efficient ways to develop given functionality
Providing mobile thought leadership to advance WI's mobile outcomes and facilitate a mobile-first attitude
Serving as Mobile advocates for the adoption of experiences that seek the needs of our digitally-minded customers ?
Staying ahead of the curve by aligning architecture, user experience, and security with chapters and COEs?
Supporting a mobile-first world through upskilling and augmenting squads with deep mobile expertise
Collaborates with systems/business analysts and tech leads to define system specs for features.
Takes ownership of assigned work and delivers high quality solutions.
Be an active member of an Agile team
Regularly provides guidance and training to enable other team members to meet/exceed expectations
Develops technical guidelines/standards and makes them accessible to other developers"
Account Manager,"Responsibilities:

Be the lead on communications between customers and our office.
Ensure customer retention and referrals.
Prepare, develop, and execute enhancement proposals for our client’s portfolios.
Always conduct oneself in an effective and professional manner.
Develop trust between not only clients, but team members as well.
Maintain monthly budgets for the portfolio.
Positively lead, develop, train, and manage production teams.
Have the ability to set and achieve goals.
Manage portfolio with the goals of achieving the highest levels of customer satisfaction.
Ensure production teams are working efficiently and safely.
Selling enhancement services for the portfolio.
Maintain and keep personal appearance, workspace, and vehicle in a clean professional manner.
Report to employee’s supervisor any deviations from company policy, deviations from budgets, unsafe work conditions, or unsatisfactory work.
Provide constant feedback for the company on how the company can improve.
 

Qualifications:

Have previous experience in the landscape industry.
Be a positive role model and energetic.
Self motivator / self starter and think outside the box.
Have the ability to plan and complete tasks within a set budgetary condition.
Proficient with computer programs including outlook, word, excel, etc.
Have effective oral and written communication skills.
Customer service driven- must have the ability to identify and resolve customer needs.
Have the ability to multi-task and prioritize.
Bilingual is preferred but not required."
Account Manager,"Job purpose: The Account Manager will be responsible for the generation of new business in existing and new accounts and managing a portfolio of biotech and academic organizations in the territory.

In this role, you will be responsible for the strategic and tactical management of accounts in your territory including focusing on existing relationships and generation of new business opportunities within key geographic areas in the Region. In order to deliver on revenue expectations, the Account Manager will need to build relationships with key users at named accounts and nurture large opportunities through a pipeline. They will proactively make outbound calls, schedule customer visits in their assigned territory and nurture leads from marketing through to opportunities.

 Responsibilities:

Drive the revenue growth of the business by promoting and negotiating on our full range of products and services, which includes RabMAb catalogue products, customized antibody production services, Fireplex technology and additional new initiatives developed by the organization.
Identify new opportunities to develop business relationships in named accounts with a special focus on high potential accounts in the territory.
Develop an account plan for high potential accounts in your territory that supports our specific business objectives and implement supporting activities, develop key contacts and achieve the revenue goals for each organization.
Qualify and nurture leads from marketing
Adopt the Sales Cloud CRM system and use its functionality and content to manage leads, opportunities and provide insight into accounts.
Provide regular sales forecasts to management regarding both financial and activities conducted in the territory.
Promptly and professionally reply to customer inquiries and requests
Responsible for meeting individual objectives and revenue goals for the assigned territory
Prospect for new business within target market segments
Continually provide market feedback to the organization around customer trends, market development, competitive activities.
Work with E-Procurement manager to manage e-pro functionality in accounts
Travel within Boston/Cambridge for face to face meetings with customers and attendance at roadshows and conferences is expected to be about 30%.
There will be one or two international trips for sales meetings or intercompany meetings.
 

Summary of Job Requirements:

This role is ideal for someone with a fundamental understanding of working with antibodies and proteins and a successful track record in Sales at industry accounts in the Boston/Cambridge area. If this sounds like you and you’d like to be a part of a fast paced, growing business with the vision to become the most influential company and best-loved brand in life sciences please apply now!"
